ADT_ARRIVAL_DATE,ADT_HOUR,ACUITY,SEASON,WEEKDAY,numPt
2014-08-17T00:00:00Z,13,High,Low,Mon/Sun,6
2014-08-17T00:00:00Z,14,Low,Low,Mon/Sun,12
2014-08-17T00:00:00Z,14,High,Low,Mon/Sun,6
2014-08-17T00:00:00Z,15,Low,Low,Mon/Sun,6
2014-08-17T00:00:00Z,15,High,Low,Mon/Sun,3
2014-08-17T00:00:00Z,16,Low,Low,Mon/Sun,5
2014-08-17T00:00:00Z,16,High,Low,Mon/Sun,7
2014-08-17T00:00:00Z,17,Low,Low,Mon/Sun,4
2014-08-17T00:00:00Z,17,High,Low,Mon/Sun,8
2014-08-17T00:00:00Z,18,Low,Low,Mon/Sun,11
2014-08-17T00:00:00Z,18,High,Low,Mon/Sun,2
2014-08-17T00:00:00Z,19,Low,Low,Mon/Sun,7
2014-08-17T00:00:00Z,19,High,Low,Mon/Sun,5
2014-08-17T00:00:00Z,20,Low,Low,Mon/Sun,7
2014-08-17T00:00:00Z,20,High,Low,Mon/Sun,6
2014-08-17T00:00:00Z,21,Low,Low,Mon/Sun,8
2014-08-17T00:00:00Z,21,High,Low,Mon/Sun,6
2014-08-17T00:00:00Z,22,Low,Low,Mon/Sun,6
2014-08-17T00:00:00Z,22,High,Low,Mon/Sun,5
2014-08-17T00:00:00Z,23,Low,Low,Mon/Sun,4
2014-08-17T00:00:00Z,23,High,Low,Mon/Sun,2
2014-08-18T00:00:00Z,0,Low,Low,Tue/Sat,1
2014-08-18T00:00:00Z,0,High,Low,Tue/Sat,2
2014-08-18T00:00:00Z,1,Low,Low,Tue/Sat,2
2014-08-18T00:00:00Z,1,High,Low,Tue/Sat,3
2014-08-18T00:00:00Z,2,Low,Low,Tue/Sat,1
2014-08-18T00:00:00Z,2,High,Low,Tue/Sat,2
2014-08-18T00:00:00Z,4,High,Low,Tue/Sat,1
2014-08-18T00:00:00Z,5,Low,Low,Tue/Sat,3
2014-08-18T00:00:00Z,5,High,Low,Tue/Sat,2
2014-08-18T00:00:00Z,6,Low,Low,Tue/Sat,2
2014-08-18T00:00:00Z,7,Low,Low,Tue/Sat,3
2014-08-18T00:00:00Z,7,High,Low,Tue/Sat,1
2014-08-18T00:00:00Z,8,High,Low,Tue/Sat,4
2014-08-18T00:00:00Z,9,Low,Low,Tue/Sat,4
2014-08-18T00:00:00Z,9,High,Low,Tue/Sat,3
2014-08-18T00:00:00Z,10,Low,Low,Tue/Sat,9
2014-08-18T00:00:00Z,10,High,Low,Tue/Sat,5
2014-08-18T00:00:00Z,11,Low,Low,Tue/Sat,1
2014-08-18T00:00:00Z,11,High,Low,Tue/Sat,6
2014-08-18T00:00:00Z,12,Low,Low,Tue/Sat,6
2014-08-18T00:00:00Z,12,High,Low,Tue/Sat,3
2014-08-18T00:00:00Z,13,Low,Low,Tue/Sat,4
2014-08-18T00:00:00Z,13,High,Low,Tue/Sat,3
2014-08-18T00:00:00Z,14,Low,Low,Tue/Sat,5
2014-08-18T00:00:00Z,14,High,Low,Tue/Sat,5
2014-08-18T00:00:00Z,15,Low,Low,Tue/Sat,5
2014-08-18T00:00:00Z,15,High,Low,Tue/Sat,4
2014-08-18T00:00:00Z,16,Low,Low,Tue/Sat,5
2014-08-18T00:00:00Z,16,High,Low,Tue/Sat,4
2014-08-18T00:00:00Z,17,Low,Low,Tue/Sat,5
2014-08-18T00:00:00Z,17,High,Low,Tue/Sat,7
2014-08-18T00:00:00Z,18,Low,Low,Tue/Sat,5
2014-08-18T00:00:00Z,18,High,Low,Tue/Sat,4
2014-08-18T00:00:00Z,19,Low,Low,Tue/Sat,8
2014-08-18T00:00:00Z,19,High,Low,Tue/Sat,6
2014-08-18T00:00:00Z,20,Low,Low,Tue/Sat,6
2014-08-18T00:00:00Z,20,High,Low,Tue/Sat,6
2014-08-18T00:00:00Z,21,Low,Low,Tue/Sat,12
2014-08-18T00:00:00Z,21,High,Low,Tue/Sat,8
2014-08-18T00:00:00Z,22,Low,Low,Tue/Sat,5
2014-08-18T00:00:00Z,22,High,Low,Tue/Sat,6
2014-08-18T00:00:00Z,23,Low,Low,Tue/Sat,5
2014-08-18T00:00:00Z,23,High,Low,Tue/Sat,2
2014-08-19T00:00:00Z,0,Low,Low,Tue/Sat,1
2014-08-19T00:00:00Z,0,High,Low,Tue/Sat,2
2014-08-19T00:00:00Z,1,Low,Low,Tue/Sat,1
2014-08-19T00:00:00Z,1,High,Low,Tue/Sat,2
2014-08-19T00:00:00Z,2,High,Low,Tue/Sat,2
2014-08-19T00:00:00Z,3,Low,Low,Tue/Sat,1
2014-08-19T00:00:00Z,3,High,Low,Tue/Sat,2
2014-08-19T00:00:00Z,4,Low,Low,Tue/Sat,1
2014-08-19T00:00:00Z,4,High,Low,Tue/Sat,1
2014-08-19T00:00:00Z,5,Low,Low,Tue/Sat,3
2014-08-19T00:00:00Z,5,High,Low,Tue/Sat,1
2014-08-19T00:00:00Z,7,Low,Low,Tue/Sat,1
2014-08-19T00:00:00Z,7,High,Low,Tue/Sat,1
2014-08-19T00:00:00Z,8,Low,Low,Tue/Sat,4
2014-08-19T00:00:00Z,8,High,Low,Tue/Sat,2
2014-08-19T00:00:00Z,9,Low,Low,Tue/Sat,7
2014-08-19T00:00:00Z,9,High,Low,Tue/Sat,3
2014-08-19T00:00:00Z,10,Low,Low,Tue/Sat,3
2014-08-19T00:00:00Z,10,High,Low,Tue/Sat,3
2014-08-19T00:00:00Z,11,Low,Low,Tue/Sat,4
2014-08-19T00:00:00Z,11,High,Low,Tue/Sat,7
2014-08-19T00:00:00Z,12,Low,Low,Tue/Sat,5
2014-08-19T00:00:00Z,12,High,Low,Tue/Sat,6
2014-08-19T00:00:00Z,13,Low,Low,Tue/Sat,1
2014-08-19T00:00:00Z,13,High,Low,Tue/Sat,4
2014-08-19T00:00:00Z,14,Low,Low,Tue/Sat,2
2014-08-19T00:00:00Z,14,High,Low,Tue/Sat,8
2014-08-19T00:00:00Z,15,Low,Low,Tue/Sat,4
2014-08-19T00:00:00Z,15,High,Low,Tue/Sat,4
2014-08-19T00:00:00Z,16,Low,Low,Tue/Sat,1
2014-08-19T00:00:00Z,16,High,Low,Tue/Sat,5
2014-08-19T00:00:00Z,17,Low,Low,Tue/Sat,5
2014-08-19T00:00:00Z,17,High,Low,Tue/Sat,6
2014-08-19T00:00:00Z,18,Low,Low,Tue/Sat,9
2014-08-19T00:00:00Z,18,High,Low,Tue/Sat,9
2014-08-19T00:00:00Z,19,Low,Low,Tue/Sat,11
2014-08-19T00:00:00Z,19,High,Low,Tue/Sat,8
2014-08-19T00:00:00Z,20,Low,Low,Tue/Sat,8
2014-08-19T00:00:00Z,20,High,Low,Tue/Sat,14
2014-08-19T00:00:00Z,21,Low,Low,Tue/Sat,5
2014-08-19T00:00:00Z,21,High,Low,Tue/Sat,10
2014-08-19T00:00:00Z,22,Low,Low,Tue/Sat,6
2014-08-19T00:00:00Z,22,High,Low,Tue/Sat,7
2014-08-19T00:00:00Z,23,Low,Low,Tue/Sat,5
2014-08-19T00:00:00Z,23,High,Low,Tue/Sat,3
2014-08-20T00:00:00Z,0,Low,Low,Tue/Sat,4
2014-08-20T00:00:00Z,0,High,Low,Tue/Sat,2
2014-08-20T00:00:00Z,1,Low,Low,Tue/Sat,1
2014-08-20T00:00:00Z,2,Low,Low,Tue/Sat,3
2014-08-20T00:00:00Z,2,High,Low,Tue/Sat,2
2014-08-20T00:00:00Z,3,High,Low,Tue/Sat,3
2014-08-20T00:00:00Z,4,Low,Low,Tue/Sat,3
2014-08-20T00:00:00Z,4,High,Low,Tue/Sat,3
2014-08-20T00:00:00Z,5,Low,Low,Tue/Sat,2
2014-08-20T00:00:00Z,6,High,Low,Tue/Sat,2
2014-08-20T00:00:00Z,7,Low,Low,Tue/Sat,2
2014-08-20T00:00:00Z,7,High,Low,Tue/Sat,1
2014-08-20T00:00:00Z,8,Low,Low,Tue/Sat,4
2014-08-20T00:00:00Z,8,High,Low,Tue/Sat,1
2014-08-20T00:00:00Z,9,Low,Low,Tue/Sat,3
2014-08-20T00:00:00Z,9,High,Low,Tue/Sat,2
2014-08-20T00:00:00Z,10,Low,Low,Tue/Sat,3
2014-08-20T00:00:00Z,10,High,Low,Tue/Sat,3
2014-08-20T00:00:00Z,11,Low,Low,Tue/Sat,2
2014-08-20T00:00:00Z,11,High,Low,Tue/Sat,6
2014-08-20T00:00:00Z,12,Low,Low,Tue/Sat,7
2014-08-20T00:00:00Z,12,High,Low,Tue/Sat,8
2014-08-20T00:00:00Z,13,Low,Low,Tue/Sat,7
2014-08-20T00:00:00Z,13,High,Low,Tue/Sat,6
2014-08-20T00:00:00Z,14,Low,Low,Tue/Sat,1
2014-08-20T00:00:00Z,14,High,Low,Tue/Sat,7
2014-08-20T00:00:00Z,15,Low,Low,Tue/Sat,2
2014-08-20T00:00:00Z,15,High,Low,Tue/Sat,9
2014-08-20T00:00:00Z,16,Low,Low,Tue/Sat,3
2014-08-20T00:00:00Z,16,High,Low,Tue/Sat,6
2014-08-20T00:00:00Z,17,Low,Low,Tue/Sat,4
2014-08-20T00:00:00Z,17,High,Low,Tue/Sat,11
2014-08-20T00:00:00Z,18,Low,Low,Tue/Sat,11
2014-08-20T00:00:00Z,18,High,Low,Tue/Sat,5
2014-08-20T00:00:00Z,19,Low,Low,Tue/Sat,9
2014-08-20T00:00:00Z,19,High,Low,Tue/Sat,5
2014-08-20T00:00:00Z,20,Low,Low,Tue/Sat,9
2014-08-20T00:00:00Z,20,High,Low,Tue/Sat,5
2014-08-20T00:00:00Z,21,High,Low,Tue/Sat,14
2014-08-20T00:00:00Z,22,Low,Low,Tue/Sat,5
2014-08-20T00:00:00Z,22,High,Low,Tue/Sat,7
2014-08-20T00:00:00Z,23,Low,Low,Tue/Sat,4
2014-08-20T00:00:00Z,23,High,Low,Tue/Sat,6
2014-08-21T00:00:00Z,0,Low,Low,Tue/Sat,3
2014-08-21T00:00:00Z,0,High,Low,Tue/Sat,2
2014-08-21T00:00:00Z,1,High,Low,Tue/Sat,4
2014-08-21T00:00:00Z,2,High,Low,Tue/Sat,5
2014-08-21T00:00:00Z,3,Low,Low,Tue/Sat,1
2014-08-21T00:00:00Z,4,Low,Low,Tue/Sat,1
2014-08-21T00:00:00Z,6,Low,Low,Tue/Sat,1
2014-08-21T00:00:00Z,6,High,Low,Tue/Sat,1
2014-08-21T00:00:00Z,7,High,Low,Tue/Sat,2
2014-08-21T00:00:00Z,8,Low,Low,Tue/Sat,1
2014-08-21T00:00:00Z,8,High,Low,Tue/Sat,3
2014-08-21T00:00:00Z,9,Low,Low,Tue/Sat,3
2014-08-21T00:00:00Z,9,High,Low,Tue/Sat,4
2014-08-21T00:00:00Z,10,Low,Low,Tue/Sat,5
2014-08-21T00:00:00Z,10,High,Low,Tue/Sat,6
2014-08-21T00:00:00Z,11,Low,Low,Tue/Sat,2
2014-08-21T00:00:00Z,11,High,Low,Tue/Sat,3
2014-08-21T00:00:00Z,12,Low,Low,Tue/Sat,3
2014-08-21T00:00:00Z,12,High,Low,Tue/Sat,4
2014-08-21T00:00:00Z,13,Low,Low,Tue/Sat,1
2014-08-21T00:00:00Z,13,High,Low,Tue/Sat,4
2014-08-21T00:00:00Z,14,Low,Low,Tue/Sat,4
2014-08-21T00:00:00Z,14,High,Low,Tue/Sat,5
2014-08-21T00:00:00Z,15,Low,Low,Tue/Sat,5
2014-08-21T00:00:00Z,15,High,Low,Tue/Sat,6
2014-08-21T00:00:00Z,16,Low,Low,Tue/Sat,3
2014-08-21T00:00:00Z,16,High,Low,Tue/Sat,6
2014-08-21T00:00:00Z,17,Low,Low,Tue/Sat,7
2014-08-21T00:00:00Z,17,High,Low,Tue/Sat,6
2014-08-21T00:00:00Z,18,Low,Low,Tue/Sat,4
2014-08-21T00:00:00Z,18,High,Low,Tue/Sat,11
2014-08-21T00:00:00Z,19,Low,Low,Tue/Sat,10
2014-08-21T00:00:00Z,19,High,Low,Tue/Sat,5
2014-08-21T00:00:00Z,20,Low,Low,Tue/Sat,8
2014-08-21T00:00:00Z,20,High,Low,Tue/Sat,11
2014-08-21T00:00:00Z,21,Low,Low,Tue/Sat,7
2014-08-21T00:00:00Z,21,High,Low,Tue/Sat,4
2014-08-21T00:00:00Z,22,Low,Low,Tue/Sat,8
2014-08-21T00:00:00Z,22,High,Low,Tue/Sat,5
2014-08-21T00:00:00Z,23,Low,Low,Tue/Sat,2
2014-08-21T00:00:00Z,23,High,Low,Tue/Sat,1
2014-08-22T00:00:00Z,0,Low,Low,Tue/Sat,5
2014-08-22T00:00:00Z,0,High,Low,Tue/Sat,6
2014-08-22T00:00:00Z,1,Low,Low,Tue/Sat,3
2014-08-22T00:00:00Z,1,High,Low,Tue/Sat,2
2014-08-22T00:00:00Z,2,Low,Low,Tue/Sat,3
2014-08-22T00:00:00Z,2,High,Low,Tue/Sat,2
2014-08-22T00:00:00Z,3,Low,Low,Tue/Sat,2
2014-08-22T00:00:00Z,4,Low,Low,Tue/Sat,1
2014-08-22T00:00:00Z,5,Low,Low,Tue/Sat,1
2014-08-22T00:00:00Z,6,Low,Low,Tue/Sat,2
2014-08-22T00:00:00Z,7,Low,Low,Tue/Sat,2
2014-08-22T00:00:00Z,7,High,Low,Tue/Sat,1
2014-08-22T00:00:00Z,8,Low,Low,Tue/Sat,3
2014-08-22T00:00:00Z,8,High,Low,Tue/Sat,4
2014-08-22T00:00:00Z,9,Low,Low,Tue/Sat,6
2014-08-22T00:00:00Z,9,High,Low,Tue/Sat,3
2014-08-22T00:00:00Z,10,Low,Low,Tue/Sat,6
2014-08-22T00:00:00Z,10,High,Low,Tue/Sat,2
2014-08-22T00:00:00Z,11,Low,Low,Tue/Sat,5
2014-08-22T00:00:00Z,11,High,Low,Tue/Sat,2
2014-08-22T00:00:00Z,12,Low,Low,Tue/Sat,3
2014-08-22T00:00:00Z,12,High,Low,Tue/Sat,11
2014-08-22T00:00:00Z,13,Low,Low,Tue/Sat,4
2014-08-22T00:00:00Z,13,High,Low,Tue/Sat,5
2014-08-22T00:00:00Z,14,Low,Low,Tue/Sat,3
2014-08-22T00:00:00Z,14,High,Low,Tue/Sat,6
2014-08-22T00:00:00Z,15,Low,Low,Tue/Sat,2
2014-08-22T00:00:00Z,15,High,Low,Tue/Sat,6
2014-08-22T00:00:00Z,16,Low,Low,Tue/Sat,10
2014-08-22T00:00:00Z,16,High,Low,Tue/Sat,11
2014-08-22T00:00:00Z,17,Low,Low,Tue/Sat,4
2014-08-22T00:00:00Z,17,High,Low,Tue/Sat,9
2014-08-22T00:00:00Z,18,Low,Low,Tue/Sat,4
2014-08-22T00:00:00Z,18,High,Low,Tue/Sat,8
2014-08-22T00:00:00Z,19,Low,Low,Tue/Sat,9
2014-08-22T00:00:00Z,19,High,Low,Tue/Sat,7
2014-08-22T00:00:00Z,20,Low,Low,Tue/Sat,7
2014-08-22T00:00:00Z,20,High,Low,Tue/Sat,11
2014-08-22T00:00:00Z,21,Low,Low,Tue/Sat,4
2014-08-22T00:00:00Z,21,High,Low,Tue/Sat,6
2014-08-22T00:00:00Z,22,Low,Low,Tue/Sat,13
2014-08-22T00:00:00Z,22,High,Low,Tue/Sat,5
2014-08-22T00:00:00Z,23,Low,Low,Tue/Sat,6
2014-08-22T00:00:00Z,23,High,Low,Tue/Sat,5
2014-08-23T00:00:00Z,0,Low,Low,Mon/Sun,1
2014-08-23T00:00:00Z,0,High,Low,Mon/Sun,2
2014-08-23T00:00:00Z,1,Low,Low,Mon/Sun,1
2014-08-23T00:00:00Z,1,High,Low,Mon/Sun,2
2014-08-23T00:00:00Z,2,Low,Low,Mon/Sun,1
2014-08-23T00:00:00Z,4,Low,Low,Mon/Sun,2
2014-08-23T00:00:00Z,6,High,Low,Mon/Sun,2
2014-08-23T00:00:00Z,7,Low,Low,Mon/Sun,1
2014-08-23T00:00:00Z,7,High,Low,Mon/Sun,1
2014-08-23T00:00:00Z,8,Low,Low,Mon/Sun,1
2014-08-23T00:00:00Z,9,Low,Low,Mon/Sun,8
2014-08-23T00:00:00Z,9,High,Low,Mon/Sun,1
2014-08-23T00:00:00Z,10,Low,Low,Mon/Sun,5
2014-08-23T00:00:00Z,10,High,Low,Mon/Sun,6
2014-08-23T00:00:00Z,11,Low,Low,Mon/Sun,8
2014-08-23T00:00:00Z,11,High,Low,Mon/Sun,5
2014-08-23T00:00:00Z,12,Low,Low,Mon/Sun,4
2014-08-23T00:00:00Z,12,High,Low,Mon/Sun,6
2014-08-23T00:00:00Z,13,Low,Low,Mon/Sun,5
2014-08-23T00:00:00Z,13,High,Low,Mon/Sun,3
2014-08-23T00:00:00Z,14,Low,Low,Mon/Sun,6
2014-08-23T00:00:00Z,14,High,Low,Mon/Sun,2
2014-08-23T00:00:00Z,15,Low,Low,Mon/Sun,5
2014-08-23T00:00:00Z,15,High,Low,Mon/Sun,4
2014-08-23T00:00:00Z,16,Low,Low,Mon/Sun,5
2014-08-23T00:00:00Z,16,High,Low,Mon/Sun,9
2014-08-23T00:00:00Z,17,Low,Low,Mon/Sun,7
2014-08-23T00:00:00Z,17,High,Low,Mon/Sun,9
2014-08-23T00:00:00Z,18,Low,Low,Mon/Sun,2
2014-08-23T00:00:00Z,18,High,Low,Mon/Sun,10
2014-08-23T00:00:00Z,19,Low,Low,Mon/Sun,6
2014-08-23T00:00:00Z,19,High,Low,Mon/Sun,7
2014-08-23T00:00:00Z,20,Low,Low,Mon/Sun,7
2014-08-23T00:00:00Z,20,High,Low,Mon/Sun,7
2014-08-23T00:00:00Z,21,Low,Low,Mon/Sun,2
2014-08-23T00:00:00Z,21,High,Low,Mon/Sun,4
2014-08-23T00:00:00Z,22,Low,Low,Mon/Sun,5
2014-08-23T00:00:00Z,22,High,Low,Mon/Sun,3
2014-08-23T00:00:00Z,23,Low,Low,Mon/Sun,11
2014-08-23T00:00:00Z,23,High,Low,Mon/Sun,5
2014-08-24T00:00:00Z,0,Low,Low,Mon/Sun,4
2014-08-24T00:00:00Z,0,High,Low,Mon/Sun,1
2014-08-24T00:00:00Z,1,Low,Low,Mon/Sun,1
2014-08-24T00:00:00Z,1,High,Low,Mon/Sun,1
2014-08-24T00:00:00Z,2,Low,Low,Mon/Sun,1
2014-08-24T00:00:00Z,2,High,Low,Mon/Sun,3
2014-08-24T00:00:00Z,3,High,Low,Mon/Sun,1
2014-08-24T00:00:00Z,4,Low,Low,Mon/Sun,1
2014-08-24T00:00:00Z,4,High,Low,Mon/Sun,1
2014-08-24T00:00:00Z,5,Low,Low,Mon/Sun,2
2014-08-24T00:00:00Z,5,High,Low,Mon/Sun,3
2014-08-24T00:00:00Z,6,Low,Low,Mon/Sun,1
2014-08-24T00:00:00Z,6,High,Low,Mon/Sun,1
2014-08-24T00:00:00Z,7,Low,Low,Mon/Sun,6
2014-08-24T00:00:00Z,7,High,Low,Mon/Sun,1
2014-08-24T00:00:00Z,8,Low,Low,Mon/Sun,1
2014-08-24T00:00:00Z,8,High,Low,Mon/Sun,4
2014-08-24T00:00:00Z,9,Low,Low,Mon/Sun,5
2014-08-24T00:00:00Z,9,High,Low,Mon/Sun,4
2014-08-24T00:00:00Z,10,Low,Low,Mon/Sun,5
2014-08-24T00:00:00Z,10,High,Low,Mon/Sun,1
2014-08-24T00:00:00Z,11,Low,Low,Mon/Sun,10
2014-08-24T00:00:00Z,11,High,Low,Mon/Sun,10
2014-08-24T00:00:00Z,12,Low,Low,Mon/Sun,7
2014-08-24T00:00:00Z,12,High,Low,Mon/Sun,4
2014-08-24T00:00:00Z,13,Low,Low,Mon/Sun,1
2014-08-24T00:00:00Z,13,High,Low,Mon/Sun,3
2014-08-24T00:00:00Z,14,Low,Low,Mon/Sun,9
2014-08-24T00:00:00Z,14,High,Low,Mon/Sun,5
2014-08-24T00:00:00Z,15,Low,Low,Mon/Sun,6
2014-08-24T00:00:00Z,15,High,Low,Mon/Sun,5
2014-08-24T00:00:00Z,16,Low,Low,Mon/Sun,7
2014-08-24T00:00:00Z,16,High,Low,Mon/Sun,6
2014-08-24T00:00:00Z,17,Low,Low,Mon/Sun,10
2014-08-24T00:00:00Z,17,High,Low,Mon/Sun,5
2014-08-24T00:00:00Z,18,Low,Low,Mon/Sun,3
2014-08-24T00:00:00Z,18,High,Low,Mon/Sun,10
2014-08-24T00:00:00Z,19,Low,Low,Mon/Sun,9
2014-08-24T00:00:00Z,19,High,Low,Mon/Sun,9
2014-08-24T00:00:00Z,20,Low,Low,Mon/Sun,4
2014-08-24T00:00:00Z,20,High,Low,Mon/Sun,3
2014-08-24T00:00:00Z,21,Low,Low,Mon/Sun,3
2014-08-24T00:00:00Z,21,High,Low,Mon/Sun,2
2014-08-24T00:00:00Z,22,Low,Low,Mon/Sun,8
2014-08-24T00:00:00Z,22,High,Low,Mon/Sun,6
2014-08-24T00:00:00Z,23,Low,Low,Mon/Sun,4
2014-08-24T00:00:00Z,23,High,Low,Mon/Sun,2
2014-08-25T00:00:00Z,0,Low,Low,Tue/Sat,3
2014-08-25T00:00:00Z,0,High,Low,Tue/Sat,2
2014-08-25T00:00:00Z,1,Low,Low,Tue/Sat,5
2014-08-25T00:00:00Z,1,High,Low,Tue/Sat,3
2014-08-25T00:00:00Z,2,Low,Low,Tue/Sat,1
2014-08-25T00:00:00Z,2,High,Low,Tue/Sat,4
2014-08-25T00:00:00Z,3,Low,Low,Tue/Sat,3
2014-08-25T00:00:00Z,3,High,Low,Tue/Sat,1
2014-08-25T00:00:00Z,4,Low,Low,Tue/Sat,2
2014-08-25T00:00:00Z,4,High,Low,Tue/Sat,2
2014-08-25T00:00:00Z,6,Low,Low,Tue/Sat,4
2014-08-25T00:00:00Z,7,Low,Low,Tue/Sat,4
2014-08-25T00:00:00Z,7,High,Low,Tue/Sat,3
2014-08-25T00:00:00Z,8,Low,Low,Tue/Sat,4
2014-08-25T00:00:00Z,8,High,Low,Tue/Sat,6
2014-08-25T00:00:00Z,9,Low,Low,Tue/Sat,4
2014-08-25T00:00:00Z,9,High,Low,Tue/Sat,5
2014-08-25T00:00:00Z,10,Low,Low,Tue/Sat,7
2014-08-25T00:00:00Z,10,High,Low,Tue/Sat,3
2014-08-25T00:00:00Z,11,Low,Low,Tue/Sat,6
2014-08-25T00:00:00Z,11,High,Low,Tue/Sat,5
2014-08-25T00:00:00Z,12,Low,Low,Tue/Sat,9
2014-08-25T00:00:00Z,12,High,Low,Tue/Sat,7
2014-08-25T00:00:00Z,13,Low,Low,Tue/Sat,2
2014-08-25T00:00:00Z,13,High,Low,Tue/Sat,5
2014-08-25T00:00:00Z,14,Low,Low,Tue/Sat,2
2014-08-25T00:00:00Z,14,High,Low,Tue/Sat,4
2014-08-25T00:00:00Z,15,Low,Low,Tue/Sat,4
2014-08-25T00:00:00Z,15,High,Low,Tue/Sat,4
2014-08-25T00:00:00Z,16,Low,Low,Tue/Sat,3
2014-08-25T00:00:00Z,16,High,Low,Tue/Sat,9
2014-08-25T00:00:00Z,17,Low,Low,Tue/Sat,6
2014-08-25T00:00:00Z,17,High,Low,Tue/Sat,5
2014-08-25T00:00:00Z,18,Low,Low,Tue/Sat,4
2014-08-25T00:00:00Z,18,High,Low,Tue/Sat,6
2014-08-25T00:00:00Z,19,Low,Low,Tue/Sat,5
2014-08-25T00:00:00Z,19,High,Low,Tue/Sat,7
2014-08-25T00:00:00Z,20,Low,Low,Tue/Sat,9
2014-08-25T00:00:00Z,20,High,Low,Tue/Sat,2
2014-08-25T00:00:00Z,21,Low,Low,Tue/Sat,7
2014-08-25T00:00:00Z,21,High,Low,Tue/Sat,5
2014-08-25T00:00:00Z,22,Low,Low,Tue/Sat,6
2014-08-25T00:00:00Z,22,High,Low,Tue/Sat,3
2014-08-25T00:00:00Z,23,Low,Low,Tue/Sat,2
2014-08-25T00:00:00Z,23,High,Low,Tue/Sat,2
2014-08-26T00:00:00Z,0,Low,Low,Tue/Sat,1
2014-08-26T00:00:00Z,0,High,Low,Tue/Sat,1
2014-08-26T00:00:00Z,1,High,Low,Tue/Sat,3
2014-08-26T00:00:00Z,2,Low,Low,Tue/Sat,1
2014-08-26T00:00:00Z,2,High,Low,Tue/Sat,1
2014-08-26T00:00:00Z,4,Low,Low,Tue/Sat,1
2014-08-26T00:00:00Z,4,High,Low,Tue/Sat,1
2014-08-26T00:00:00Z,5,Low,Low,Tue/Sat,1
2014-08-26T00:00:00Z,5,High,Low,Tue/Sat,3
2014-08-26T00:00:00Z,6,High,Low,Tue/Sat,1
2014-08-26T00:00:00Z,7,Low,Low,Tue/Sat,2
2014-08-26T00:00:00Z,8,Low,Low,Tue/Sat,3
2014-08-26T00:00:00Z,8,High,Low,Tue/Sat,2
2014-08-26T00:00:00Z,9,Low,Low,Tue/Sat,4
2014-08-26T00:00:00Z,9,High,Low,Tue/Sat,3
2014-08-26T00:00:00Z,10,Low,Low,Tue/Sat,2
2014-08-26T00:00:00Z,10,High,Low,Tue/Sat,5
2014-08-26T00:00:00Z,11,Low,Low,Tue/Sat,2
2014-08-26T00:00:00Z,11,High,Low,Tue/Sat,4
2014-08-26T00:00:00Z,12,Low,Low,Tue/Sat,4
2014-08-26T00:00:00Z,12,High,Low,Tue/Sat,5
2014-08-26T00:00:00Z,13,Low,Low,Tue/Sat,3
2014-08-26T00:00:00Z,13,High,Low,Tue/Sat,6
2014-08-26T00:00:00Z,14,Low,Low,Tue/Sat,3
2014-08-26T00:00:00Z,14,High,Low,Tue/Sat,8
2014-08-26T00:00:00Z,15,Low,Low,Tue/Sat,4
2014-08-26T00:00:00Z,15,High,Low,Tue/Sat,4
2014-08-26T00:00:00Z,16,Low,Low,Tue/Sat,4
2014-08-26T00:00:00Z,16,High,Low,Tue/Sat,7
2014-08-26T00:00:00Z,17,Low,Low,Tue/Sat,9
2014-08-26T00:00:00Z,17,High,Low,Tue/Sat,8
2014-08-26T00:00:00Z,18,Low,Low,Tue/Sat,10
2014-08-26T00:00:00Z,18,High,Low,Tue/Sat,7
2014-08-26T00:00:00Z,19,Low,Low,Tue/Sat,3
2014-08-26T00:00:00Z,19,High,Low,Tue/Sat,9
2014-08-26T00:00:00Z,20,Low,Low,Tue/Sat,8
2014-08-26T00:00:00Z,20,High,Low,Tue/Sat,15
2014-08-26T00:00:00Z,21,Low,Low,Tue/Sat,7
2014-08-26T00:00:00Z,21,High,Low,Tue/Sat,13
2014-08-26T00:00:00Z,22,Low,Low,Tue/Sat,4
2014-08-26T00:00:00Z,22,High,Low,Tue/Sat,1
2014-08-26T00:00:00Z,23,Low,Low,Tue/Sat,3
2014-08-26T00:00:00Z,23,High,Low,Tue/Sat,9
2014-08-27T00:00:00Z,0,Low,Low,Tue/Sat,2
2014-08-27T00:00:00Z,0,High,Low,Tue/Sat,1
2014-08-27T00:00:00Z,1,High,Low,Tue/Sat,3
2014-08-27T00:00:00Z,2,High,Low,Tue/Sat,1
2014-08-27T00:00:00Z,3,High,Low,Tue/Sat,1
2014-08-27T00:00:00Z,4,Low,Low,Tue/Sat,2
2014-08-27T00:00:00Z,4,High,Low,Tue/Sat,1
2014-08-27T00:00:00Z,5,High,Low,Tue/Sat,3
2014-08-27T00:00:00Z,6,High,Low,Tue/Sat,1
2014-08-27T00:00:00Z,7,High,Low,Tue/Sat,2
2014-08-27T00:00:00Z,8,Low,Low,Tue/Sat,6
2014-08-27T00:00:00Z,8,High,Low,Tue/Sat,3
2014-08-27T00:00:00Z,9,Low,Low,Tue/Sat,2
2014-08-27T00:00:00Z,9,High,Low,Tue/Sat,6
2014-08-27T00:00:00Z,10,Low,Low,Tue/Sat,9
2014-08-27T00:00:00Z,10,High,Low,Tue/Sat,4
2014-08-27T00:00:00Z,11,Low,Low,Tue/Sat,6
